BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«A la selección sub-23 le falta altura». El País. Madrid: Diario El País, S.A., 1977-06-21.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	han iniciado la concentración a las órdenes de Aito García Reneses y Juan Ortiz de Pinedo, son los siguientes: Freixanet (La Salle, Manresa), Martí (La Salle, Barcelona), Subías, Lomas y Solé (Barcelona), Herreras y Escudero (Real Madrid), García San Martín (Complutense), Arcega (Helios, Zaragoza), Morales (Natación, Sevilla), Iglesias (Santa María del Mar, Coruña), Rubio (Pineda), Mardones (La Salle, Bilbao), Gastañaga (Escolapios, Bilbao), Pujol (Juventud), Pera (Cotonificio), Ortega y Díaz (San Viator, Vitoria), Laría (Patronato, Bilbao) y Pérez Valencia (San Isidro
«La República Democrática Alemana arrolló en el Torneo de las Naciones». El País. Madrid: Diario El País, S.A., 1977-06-21.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Natación
El País. Madrid: Diario El País, S.A., 1977-08-03.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				La actuación del mallorquín Escalas en los 400 estilos individual fue lo más destacado de la jornada de ayer en los campeonatos de España de natación absoluta que se disputan en Las Palmas. Escalas, con un tiempo de 4-42-4, batió el record de España y dio, además, la sorpresa de vencer a López Zubero, si bien ha quedado a un segundo y cuatro décimas de la mínima para acudir a Jönkoping. Escalas tiene conseguida la mínima en 1.500 y es un nadador
El País. Madrid: Diario El País, S.A, 1977-08-04.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Rafael Escalas y Magda Camps fueron ayer de nuevo las figuras destacadas en los Campeonatos de España de natación, al igual que lo fueron anteayer. Rafael Escalas batió el récord nacional de los 400 libre, con un tiempo de 4-03-5 (estaba en 4-03-7, propiedad de López Zubero), y al propio tiempo rebajó la marca mínima exigida para los europeos. En cuanto a Magda Camps, batió su propio récord de España de los 200 mariposa, con
El País. Madrid: Diario El País, S.A., 1977-08-05.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Rafael Escalas, con su nuevo récord en los 1.500 libre (16-08-1) fue otra vez el hombre destacado en los Campeonatos de España de Natación, que ayer se clausuraron en Las Palmas. Escalas batió también el récord de los 800, con 8-33-7, pero no fue homologado porque no se cronometró debidamente. Natalia Más, que con 4-30-0 en los 400 libre hizo la mínima exigida para Jonkoping, fue la otra figura de la jornada.
«Record mundial de 1.500 femeninos». El País. Madrid: Diario El País, S.A., 1977-08-23.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El domingo se registró también un nuevo record. Nasser el Sahzli, joven egipcio de 17 años, cruzó a nado el Canal de la Mancha en un tiempo de 8 horas y 45 minutos. La Asociación de Natación del Canal, que es la que controla los tiempos, declaró que la anterior marca mundial estaba en 8-56, tiempo establecido el año pasado por el inglés Wendy Brooks.
«Suárez informa al Rey en Mallorca». El País. Madrid: Diario El País, S.A., 1977-08-28.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				realizaron durante los últimos días recorridos por los lugares más frecuentados por la familia real, y ayer había un gran despliegue en el recorrido desde el aeropuerto al palacio de Marivent. El príncipe de Asturias, acompañado de sus primos, los hijos de los reyes Constantino y Ana María, fue homenajeado ayer tarde en el Club Natación Palma, donde las pasadas semanas realizaron un cursillo de judo. Por la tarde, a las siete, el príncipe de Asturias, sus hermanas y primos, acompañados de la reina Federica de Grecia, se trasladaron al portaaviones de la VI Flota norteamericana Independence, anclado en medio de la bahía de Palma, y
«Otros niños en la historia». El País. Madrid: Diario El País, S.A., 1977-09-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				Keith, un empleado público, es que ella sufrió una operación de apendicitis y el vello público siempre le ha crecido desproporcionadamente. Tanto esos detalles como el lunar del que habló el muchacho se pueden apreciar cuando ella está en bikini. Muchas veces la maestra llevó a sus discípulos a la piscina, para enseñarles natación. Ese pudo ser el lugar y el momento de los descubrimientos hechos por el alumno, que ha sido actor en su escuela y que ha interpretado en una ocasión el papel de Oliver Twist, el personaje de Dickens.
«Especial atención federativa a la modalidad nórdica». El País. Madrid: Diario El País, S.A., 1977-09-09.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Se clausuró el pasado miércoles el vigésimoquinto Cursillo Escolar de Educación Física y Natación, organizado por el Ayuntamiento de Madrid. El acto se celebró en las instalaciones de la Piscina de la Casa de Campo. El programa de la clausura contó con la actuación de los diferentes grupos donde se ha desarrollado el cursillo.
El País. Madrid: Diario El País, S.A., 1977-09-10.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	participación de Taiwán bajo el nombre de República de China, aunque sí como federación deportiva, sin ostentar himno ni bandera. El italiano Marcelo Guarducci ha establecido un nuevo récord europeo de los 100 metros libre al recorrer la distancia en un tiempo de 51-25. El hecho se produjo ayer, en el transcurso de los campeonatos italianos de natación que se celebran en la ciudad genovesa de Chiavari. El anterior récord europeo estaba en posesión del alemán federal Nocke, con un tiempo de 51-31, registrado en los Juego Olímpicos de Montreal.
«Halterofilia y hockey sobre patines». El País. Madrid: Diario El País, S.A., 1977-09-17.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El resto de encuentros con: Noya-Montemar, Natación Reus-Caldás, Vilanova-Sentmenat, Arenys de Munt-Cibeles y Vich-Calafell.
Vázquez Montalbán, Manuel: La soledad del mánager. Barcelona: Planeta, 1988.	Vázquez Montalbán, Manuel	La soledad del mánager	1977	Primera edición	Ficción	Escrito	Libro	Novela	España				—El que puedo. Natación sobre todo.
Vázquez Montalbán, Manuel: La soledad del mánager. Barcelona: Planeta, 1988.	Vázquez Montalbán, Manuel	La soledad del mánager	1977	Primera edición	Ficción	Escrito	Libro	Novela	España				. Aquí en España nos han educado a martillazos. Cuatro letras. Cuatro números. ¿Ejercicio físico? A correr detrás de una pelota o una lata por las calles y descampados, y eso aún antes, porque ahora no queda ni un descampado. Los chicos de ahora ya es otra cosa. Mi chico estudia natación. Dos días a la semana. Cuando vamos a la playa en verano me da cierta cosa que el tío se ponga a nadar como un renacuajo y yo con el agua hasta la cintura o en cuclillas.
Vargas Llosa, Mario: La tía Julia y el escribidor. Barcelona: Seix Barral, 1996.	Vargas Llosa, Mario	La tía Julia y el escribidor	1977	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina			un punto, la desviaba, la regresaba, volvía a apartarla, como buscando algo imposible de encontrar. Era el muchacho más apuesto de la tierra, un joven dios bruñido por la intemperie —hacía tabla aun en los meses más húmedos del invierno y descollaba también en el basquet, el tenis, la natación y el fulbito—, al que los deportes habían modelado un cuerpo de esos que el Negro Humilla llamaba "locura de maricones": ni gota de grasa, espaldas anchas que descendían en una tersa línea de músculos  hasta la cintura de avispa y unas largas piernas duras y ágiles que habrían hecho palidecer de envidia
Vargas Llosa, Mario: La tía Julia y el escribidor. Barcelona: Seix Barral, 1996.	Vargas Llosa, Mario	La tía Julia y el escribidor	1977	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina			había vuelto a buscar. Eran compañeros de colegio o de barrio, muchachos  que estudiaban ingeniería, como el Negro Salas, o medicina, como el Colorao Molfino, o que se habían puesto a trabajar, como Coco Lañas, y con quienes, desde niño, había compartido cosas maravillosas: el fulbito y el Parque Salazar, la natación en el Terrazas y las olas de Miraflores, las fiestas de los sábados, las enamoradas y los cines. Pero en estas salidas, después de meses sin frecuentarlos, me di cuenta que algo se había perdido de nuestra amistad. Ya no teníamos tantas cosas en común como antes. Hicimos, las noches de
«Agresividad deportiva». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	Las vacantes son 400, abarcando deportes como atletismo, básquetbol y natación. Ante críticas de que el plan podría postergar las aspiraciones de ingreso de los no deportistas, Ricardo Ferrada, vicepresidente del club deportivo, señaló que "no se desplazará a otros, porque en todas las carreras se considerarán más cupos". Aclaró que los que se acojan a la franquicia deportiva deberán exhibir cierta trayectoria
«Dos récords mundiales deAndrea Pollack». El País. Madrid: Diario El País, S.A., 1978-07-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Natación
«Quieren ayuda para la conservación del barrio de Malasaña». El País. Madrid: Diario El País, S.A., 1978-07-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Mayúsculas no acentuadas en el original	Chamartín cuenta con una nueva instalación deportiva desde anteayer, en que fue inaugurada por el actual alcalde. Esta nueva dotación social consta de una piscina olímpica cubierta —ya en funcionamiento— y unen el que podrán practicarse diversos deportes, entre gimnasia, judo, kárate, natación y voleibol.
Arenas Luque, Fermín V.: Cómo era Buenos Aires. Buenos Aires: Plus Ultra, 1979.	Arenas Luque, Fermín V.	Cómo era Buenos Aires	1979	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata		Exordio	veían tal era el humo de los cigarrillos que oscurecían el ambiente pequeño, pero que no impedía contemplar la belleza y elegancia de las lujosas mujeres hasta de renombre social o artístico y a esa juventud que llevaba sobre sus espaldas notables apellidos o eran los ídolos de los deportes de mayor difusión entonces: la equitación, la natación y el tenis.
«Acondicionamiento físico». Clarín. Buenos Aires: 1979-04-10.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	El Instituto ALCAR 79 comunica que durante el mes en curso dará comienzo a sus clases prácticas de acondicionamiento físico general. Los cursos incluyen, entre otras actividades, aerobismo, gimnasia, natación, recreación para hombres y/o mujeres sin límite de edad, y están dirigidos principalmente al mejoramiento de la salud, a combatir la obesidad y al desarrollo y acrecentamiento global de las cualidades de la forma física y de la habilidad motora. Para informes e inscripción, comunicarse al teléfono 59-0704 de 8 a
«Más protestas». Clarín. Buenos Aires: 1979-01-16.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Lanús. Un convenio entre la autoridad comunal y el club Lanús permitió organizar una colonia de vacaciones. En las instalaciones de la entidad, Av. 9 de Julio 1647, de Lanús Este, y la Ciudad deportiva de Arias y Héctor Guidi, alrededor de 300 niños de 6 a 14 años practican natación, otros deportes y distintas formas de gimnasia.
«El &#34;status&#34; epidérmico». Clarín. Buenos Aires: 1979-01-25.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Al aproximarse al punto de ebullición, o en cualquier otro momento, también se puede apelar a una reconfortante ducha fría. En cuanto a los chiquitos, ellos disponen de piletas proporcionales. De acuerdo con los planes de los concesionarios, para el año próximo se habrán incorporado espectaculares realizaciones: Gran pileta de natación, tobogán acuático, pista de skate, confitería para ejecutivos...
«Por Alberto Fernández, enviado especial». Clarín. Buenos Aires: 1979-02-21.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	que prefiere la comodidad una cinta mecánica, que esta más de acuerdo con las modernas líneas arquitectónicas del hotel y que lo trasladan hasta la puerta de entrada sin necesidad de caminar. Todo está al alcance de un botón, o de un teléfono. Confort. Lo que usted quiera. Canchas de tenis, pileta de natación, gimnasio, sala de masajes, peluquería, boutique... Para qué seguir.
«Mientras los papás trabajan». Revista Hoy. Santiago de Chile: 1979-12-04.		Revista Hoy	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	, promotora del lugar, decidió organizar paseos escolares durante el año (con precios especiales) y llevar de vacaciones a los niños mientras sus padres trabajan, en enero y febrero. El año pasado debutó el sistema en forma experimental. Esta temporada ya podrán ser 80 los niños a la semana quienes disfruten de la natación.
«PÉREZ ORNIA». El País. Madrid: Diario El País, S.A., 1979-04-13.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	Revista de toros. Reportaje sobre el toro de la vega en Tordesillas, las cuatro primeras corridas de la Feria de Salamanca y entrevista con El Viti a propósito de su retirada. Juegos del Mediterráneo, resumen, en diferido, por el primer programa, y retransmisión, en directo, por el UHF, de las pruebas de natación libre, braza, espalda y mariposa.
«Vallduví encabeza la clasificación de foso olímpico». El País. Madrid: Diario El País, S.A., 1979-04-13.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Hoy, martes, comienza la competición importante, puesto que entra en liza la natación, disciplina en la que España debe tener una actuación destacada, con la participación de David López Zubero, de quien se espera mejore alguna marca nacional, como hiciera recientemente en la Copa del Mundo. David López Zubero, no obstante, ha estado sometido a un gran esfuerzo en el último mes, al haber participado también en la Universiada.
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Patines. Sentmenat y Natación Reus acortan distancias en la cabeza de la tabla. Los primeros igualan al Barcelona, que fue derrotado por el Natación Reus, en la localidad tarraconense. El Reus Deportivo tuvo que conformarse con un empate en Sardanyola. Villafranca cosechó una derrota más en su cancha y La Cibeles logró puntuar en Claret.
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Patines. Sentmenat y Natación Reus acortan distancias en la cabeza de la tabla. Los primeros igualan al Barcelona, que fue derrotado por el Natación Reus, en la localidad tarraconense. El Reus Deportivo tuvo que conformarse con un empate en Sardanyola. Villafranca cosechó una derrota más en su cancha y La Cibeles logró puntuar en Claret.
«Torrijos, mejor marca nacional de cien metros braza». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Natación
«Torrijos, mejor marca nacional de cien metros braza». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El Gran Premio Landachueta de natación finalizó el pasado domingo con un nuevo triunfo del zaragozano Héctor Castillo, la mejor marca nacional en cien metros braza (categoría dieciséis y diecisiete años) de Gustavo Torrijos y, en general, la superación de los nadadores de la residencia Izarra.
Luca de Tena, Torcuato: Los renglones torcidos de Dios. Barcelona: Planeta, 1994.	Luca de Tena, Torcuato	Los renglones torcidos de Dios	1979	Primera edición	Ficción	Escrito	Libro	Novela	España				— Sí, puesto que no se ha averiguado la causa. Para saber que padezco ante el agua las penas de la condenación, no preciso que me lo digan los médicos. Lo que necesito que me digan es por qué. ¿Por qué un hombre que fue campeón infantil de natación y campeón provincial, pero campeón, de saltos olímpicos cuando tenía dieciocho años, súbitamente, sin avisos previos, sin antecedente alguno, al cumplir los treinta se desmayó por primera vez ante un vaso de agua, y cayó como muerto al ducharse, y se le llenó el cuerpo de úlceras al
Luca de Tena, Torcuato: Los renglones torcidos de Dios. Barcelona: Planeta, 1994.	Luca de Tena, Torcuato	Los renglones torcidos de Dios	1979	Primera edición	Ficción	Escrito	Libro	Novela	España				— Eso no es verdad —replicó el pequeño—. Porque yo soy campeón infantil de natación y tú no eres campeón infantil de patines.
Luca de Tena, Torcuato: Los renglones torcidos de Dios. Barcelona: Planeta, 1994.	Luca de Tena, Torcuato	Los renglones torcidos de Dios	1979	Primera edición	Ficción	Escrito	Libro	Novela	España				— No seas presumido. ¡Tú qué vas a ser campeón de natación!
Cayetano, Moisés: Autonomías, ocio, educación y cultura. Madrid: Zero, 1980.	Cayetano, Moisés	Autonomías, ocio, educación y cultura	1980	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				En los pueblos pequeños donde no existe ni siquiera piscina municipal —y a veces ni río— sería deseable que también como anexo funcionara una piscina, donde se llevaran a cabo cursos de iniciación a la natación y competiciones deportivas.
Gedovius, Ella: Decídase a vivir más sano: corriendo. México D.F.: Edamex, 1994.	Gedovius, Ella	Decídase a vivir más sano: corriendo	1980	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	México	México y Centroamérica			— Pues... porque me gusta. Me gusta más que otras cosas. Que natación, por ejemplo.
Cortázar, Julio: Queremos tanto a Glenda y otros relatos. Madrid: Alfaguara, 1988.	Cortázar, Julio	Queremos tanto a Glenda y otros relatos	1980	Primera edición	Ficción	Escrito	Libro	Relato	Argentina	Río de la Plata		Texto cedido por ARTHUS	y pelo flotando en el medio hialino, en la transparencia total porque Janet no veía su cuerpo, era su cuerpo por fin de nuevo pero sin verlo, era conciencia de su cuerpo flotando entre olas o humo, sin ver su cuerpo Janet se movió, adelantó un brazo y tendió las piernas en un impulso de natación, diferenciándose por primera vez de la  masa ondulante que la envolvía, nadó en agua o en humo, fue su cuerpo y gozó en cada brazada que ya no era carrera pasiva, traslación interminable.
Cortázar, Julio: Queremos tanto a Glenda y otros relatos. Madrid: Alfaguara, 1988.	Cortázar, Julio	Queremos tanto a Glenda y otros relatos	1980	Primera edición	Ficción	Escrito	Libro	Relato	Argentina	Río de la Plata		Texto cedido por ARTHUS	ser en olas. Comprendiendo, reunida con sí misma, invisiblemente ella Janet, deseó a Robert, deseó otra vez el hangar de otra manera, deseó a Robert que la había llevado a lo que era ahí y ahora, comprendió la insensatez bajo el hangar y deseó a Robert, y en la delicia de la natación entre cristales líquidos o estratos de nubes en la altura lo llamó, le tendió su cuerpo boca arriba, lo llamó para que consumara de verdad y en el goce la torpe consumación en la paja maloliente del hangar.
Cortázar, Julio: Queremos tanto a Glenda y otros relatos. Madrid: Alfaguara, 1988.	Cortázar, Julio	Queremos tanto a Glenda y otros relatos	1980	Primera edición	Ficción	Escrito	Libro	Relato	Argentina	Río de la Plata		Texto cedido por ARTHUS	los estados que la envolvían y abandonaban vertiginosamente, su voluntad era el deseo abriéndose paso en líquidos y constelaciones fulminantes y lentísimos arrastres, era Robert en alguna parte como término, la meta que ahora se dibujaba y tenía un nombre y un tacto en el estado cubo y que después o antes en la ahora placentera natación entre olas y cristales se resolvía en clamor, en llamada acariciándola y lanzándola a sí misma. Incapaz de verse, se sentía; incapaz de pensar articuladamente, su deseo era deseo y Robert, era Robert en algún estado inalcanzable pero que la voluntad Janet buscaba forzar, un estado Robert en el que
«Meagher y Bearchley superaron dos &#34;récords&#34; mundiales». El País. Madrid: Diario El País, S.A., 1980-08-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Campeonatos de Estados Unidos de natación
«Meagher y Bearchley superaron dos &#34;récords&#34; mundiales». El País. Madrid: Diario El País, S.A., 1980-08-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La segunda jornada de los Campeonatos de Verano de Natación de Estados Unidos, que se disputan en Irvine (California), produjo ya los dos primeros récords del mundo. Ambos fueron superados en la misma prueba, los 200 metros mariposa, por Mary T. Meagher, en la final femenina, y por Craig Beardsley, en una serie previa masculina. El nivel de la reunión además alcanzó
«Meagher y Bearchley superaron dos &#34;récords&#34; mundiales». El País. Madrid: Diario El País, S.A., 1980-08-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Mary T, Meagher, de sólo quince años, es, din duda, una de las grandes maravillas de la natación de todos los tiempos, por encima incluso de las muchas surgidas de la RDA. Nacida en Luisville (Kentucky) la misma ciudad natal de Muhammad Alí —Cassius Clay—, pertenece actualmente al club Pepsi Marlin, de Cincinatti (Ohio). Con 2.06.37 superó su anterior plusmarca de 2.07.0 1, conseguida en Fort Lauderdale (
«Los Juegos Olímpicos». El País. Madrid: Diario El País, S.A., 1980-11-01.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Los Juegos Olímpicos de Los Angeles, en 1984, incluirán nuevas pruebas en atletismo, ciclismo, gimnasia, natación, tiro y vela. Esta fue la decisión más importante de la segunda jornada de reunión que mantuvo la comisión ejecutiva del Comité Olímpico Internacional, bajo la presidencia de Juan Antonio Samaranch, que ratifica la tomada en Moscú.
«Nuevo récord de Natalia Mas». El País. Madrid: Diario El País, S.A., 1980-03-02.		El País	1980	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Natación
