BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«Utah consigue su segundo triunfo ante Seattle Supersonics». El Mundo. Madrid: Unidad Editorial, 1996.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. Incluido en CD-ROM del primer semestre. No se indica el número del periódico. Mayúsculas sin acentuar	SANTANDER.– La pareja madrileña formada por Guillermo Lahoz y Ramiro Choya sigue imparable en el Circuito Nacional Beefeater de Padel. Con su último triunfo ya suman tres victorias y dos finales en los cinco torneos que se han disputado. En esta ocasión se deshicieron en el último partido de Alberto Martínez Piñón y Pablo Martínez Semprún en tres sets: 7/6, 2/6, 6/3. EL MUNDO
«La plaza de Dalí acoge el Primer Torneo de Padel Villa de Madrid». El Mundo. Madrid: Unidad Editorial, 1996-06-20.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			No acentúa las mayúsculasVersión realizada sobre texto plano	La plaza de Dalí acoge el Primer Torneo de Padel Villa de Madrid
«La plaza de Dalí acoge el Primer Torneo de Padel Villa de Madrid». El Mundo. Madrid: Unidad Editorial, 1996-06-20.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			No acentúa las mayúsculasVersión realizada sobre texto plano	La plaza de Dalí acoge el Primer Torneo de Padel Villa de Madrid
«La plaza de Dalí acoge el Primer Torneo de Padel Villa de Madrid». El Mundo. Madrid: Unidad Editorial, 1996-06-20.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			No acentúa las mayúsculasVersión realizada sobre texto plano	MADRID.– Las ocho mejores parejas del mundo comenzarán mañana a disputar una competición muy especial de padel. Y es que los partidos se disputarán en plena calle, en una pista enteramente de cristal montada para la ocasión.
«La plaza de Dalí acoge el Primer Torneo de Padel Villa de Madrid». El Mundo. Madrid: Unidad Editorial, 1996-06-20.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			No acentúa las mayúsculasVersión realizada sobre texto plano	La plaza de Dalí (junto al Palacio de Deportes) será la encargada de acoger el I Torneo de Padel Villa de Madrid. Allí, los organizadores han instalado gradas con capacidad para 2.500 personas. En el campeonato, patrocinado por Red Bull y Padelvision, participarán las cuatro mejores parejas españolas del momento. El Ayuntamiento se ha apuntado así a un deporte que está experimentando un gran auge en los últimos años.
«Los placeres y los días». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Después de todo, la andorrana le pega duro a la raqueta y Aznar es un sportivo aficionado al pádel, que viene a ser el tenis de los ciclanes. El señor Aznar es que va error tras error, y ahora le encontramos más Charlot que nunca. Un Charlot de clase media que veranea en Oropesa y es seguidor de una campeona que pierde y no paga impuestos, o los evade legalmente. La tanqueta andorrana
«En Camisa de Once Varas. Pedro Almodóvar». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. No se acentúan las mayúsculas en el original	R.– Es que antes jugaba al padel, pero ahora me proveo directamente en el chalé que tenemos en el campo. ¿No me ves sano?
«Un limón y medio limón». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan las mayúsculas en el original	l ganadero Samuel Flores, una de las solteras de oro de España— miraba con ojos mimosos al hermano de Enrique Ponce —los toreros es que no paran, oye— mientras hacía malabarismos deportivos para esquivar los tejos que le enviaba Iñigo Sepúlveda, también ganadero y aspirante a sus delicias de heredera. Era como un partido de padel pero en sabrosón.
«Ciudad insólita». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Un charter especial transportó a nuestra capital a casi doscientos bonaerenses adictos al padel para que pudiesen ver a sus ídolos Alejandro Lasaigues y Roberto («Roby») Gattiker, la mejor pareja mundial, jugar el II Campeonato del Mundo de este deporte.
«Ciudad insólita». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Empezó jugando al padel hace l2 años en un verano en Punta del Este y decidió dedicarse a este deporte, pensando que no le mantendría tan alejado de su casa. «El tenis me obligaba a viajar mucho y extrañaba a mi familia. Pero acabé viajando más». A sus 28 años es posiblemente uno de los argentinos más internacionales junto con
«OTROS RESULTADOS». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Padel
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Perfil de Alberto Rodríguez Piñón. Jugador de padel. Campeón de España y subcampeón del mundo
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	28 Años. La Coruña. Jugador de padel. Subcampeón del mundo y campeón de España
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Ayer fue un día que muy difícilmente olvidará. Alberto Rodríguez Piñón, junto a su compañero, Pablo Martínez Semprún, consiguieron el Subcampeonato del Mundo de padel, algo impensable hace tres años. Esta vez no pudieron con sus eternos rivales, la pareja formada por Lasaigues-Gattiker, que ganaron el partido por 6-2, 6-3 y 6-3.
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Su salto a este mundillo comenzó como un hobby. El Club Internacional instaló una pista y Piñón decidió probar ese nuevo deporte que respondía al nombre de padel. Dadas sus semejanzas con los golpes que se ejecutan en el tenis, el nuevo deporte le «enganchó» totalmente.
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Su gran amigo Juan Fontán, al que continuamente dedica palabras de elogio y admiración («ha sido la persona que más me ha apoyado»), le ayudó a introducirse en el mundo, ahora tan querido del padel.
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Hace tres años, Piñón decidió cambiar de pareja y contacto con Pablo Martínez Semprún, al que ya conocía de su época de tenista. Ambos decidieron apostar fuerte, abandonaron sus respectivas ocupaciones y se dedicaron en cuerpo y alma al padel. Pronto comenzaron a cosechar triunfos y, actualmente, se trata de una de las parejas más sólidas y compenetradas del circuito mundial. Si Alberto aporta la técnica, con sus bandejas con efecto, Pablo posee la potencia para rematar los puntos.
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Este coruñés de aspecto cordial compagina los entrenamientos con su trabajo en el Club Internacional de Tenis de Madrid. Todavía tiene tiempo para dirigir su propia empresa, Padel Vision, junto a su socio Javier Martín que le define como «el jugador más carismático y líder del padel español».
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	Este coruñés de aspecto cordial compagina los entrenamientos con su trabajo en el Club Internacional de Tenis de Madrid. Todavía tiene tiempo para dirigir su propia empresa, Padel Vision, junto a su socio Javier Martín que le define como «el jugador más carismático y líder del padel español».
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	La vida de Alberto Piñón gira en torno al padel. Entrena bajo las órdenes de José María del Castillo una media de seis horas diarias y considera que gracias al duro trabajo «he evolucionado hacia un juego con pocos fallos y con un ataque muy agresivo». Todo un ejemplo para las futuras promesas del padel español.
«D.N.I. / ALBERTO R. PIÑÓN». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	La vida de Alberto Piñón gira en torno al padel. Entrena bajo las órdenes de José María del Castillo una media de seis horas diarias y considera que gracias al duro trabajo «he evolucionado hacia un juego con pocos fallos y con un ataque muy agresivo». Todo un ejemplo para las futuras promesas del padel español.
«LA ASAMBLEA». Proceso. México D.F.: APRO: Agencia de Información Proceso, 1996-08-25.		Proceso	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	México	México y Centroamérica		Semanario de información y análisis. Versión realizada sobre texto marcado HTML. No se acentúan las mayúsculas	Las 20 federaciones que no pertenecen al COM son: Deportes sobre Silla de Ruedas, Deportes para Sordos, Deportes de Origen Prehispánico, Lima Lama, Wu Shu, Aikido, Fisicoconstructivismo, Olimpiadas Especiales, Deportes para Ciegos y Débiles Visuales, Actividades Rítmicas y Aeróbicas, Automovilismo Deportivo, Colombofilia, Padel, Pentatlón Universitario, Quiropráctica, Radioexperimentadores, Futbol de Salón, Futbol Rápido, Medicina del Deporte y Rodeo. La solicitud de ingreso al COM de algunas de ellas se encuentra en trámite.
«MARUJA TORRES». El País. Madrid: Diario El País, S.A., 1997-04-16.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto marcado HTML	Lo cual me sumerge en la duda. ¿Querrán sustituir el turismo gay por el turismo pádel / macho? ¿Proponer excursiones viriles acompañando a los legionarios a triscar por los montes, en su búsqueda de machos cabríos para convertirlos en mascotas? Pronto lo veremos. El misterio más inquietante es que, de un día para otro, en Turismo pasaron de entregar la guía sin chistar a todo el que la
«JOSÉ MIGUEL LARRAYA / JUAN JESÚS AZNÁREZ». El País. Madrid: Diario El País, S.A., 1997-04-21.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto marcado HTML	Aznar jugó ayer al padel en un Club de Tenis de Buenos Aires (Efe). El Gobierno ya ha iniciado contactos con el resto de los grupos parlamentarios para buscar una nueva fecha. El tema fue abordado el pasado viernes entre el secretario de Estado para la Relaciones con la Cortes, José María Michavila, y Joaquín Almunia, portavoz del grupo socialista en
«JOSÉ MIGUEL LARRAYA / JUAN JESÚS AZNÁREZ». El País. Madrid: Diario El País, S.A., 1997-04-21.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto marcado HTML	Aznar mantuvo ayer una jornada bastante relajada, al margen de su encuentro con la colonia española, y en parte la dedicó a dos de sus aficiones favoritas: el padel y el fútbol.
«MIGUEL MORA». El País. Madrid: Diario El País, S.A., 1997-10-29.		El País	1997	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto marcado HTML	Reconoce que, a veces, cuando está de vacaciones, se para y piensa '¿Cómo es posible que hagas todo lo que haces?', pero eso sólo dura un par de días: «En cuanto me pongo a jugar al pádel con mis hijos ya estoy en marcha otra vez». Y si se le sugiere si no debería dosificarse un poco, sonríe con cara de cansancio y exclama: «Cada uno está acostumbrado a vivir de cierta manera... ¡Y a mí me va la marcha!»
