BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Después vino la larga y difícil adaptación de la vida matrimonial. Aburrimientos paliados con recursos más aburridos todavía: las funciones de ópera, las reuniones sociales, la casa de los amigos de mi mujer, las mañanas domingueras en el polo o en el tenis, las sesiones de bridge... Y Alicia procreando cuadros, llenando la casa de pinturas horrendas (tan fétidas como las poesías de su madre) exigiendo una alabanza en cada pincelada y repitiéndome, cuando ponía en duda su talento, que «yo no entendía», que «yo no era capaz de distinguir lo
Martín del Campo, David: Las rojas son las carreteras. México D.F.: Joaquín Mortiz, 1976.	Martín del Campo, David	Las rojas son las carreteras	1976	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica			Iroco avanza entrecerrando los ojos, deteniéndose el jorongo, sorprendido por el ventarrón, con el brazo en jarras que aprieta un racimo de varas que ha juntado desperdigadas por la playa, con esa voluntad terca de basquetbolista puntero. El uniforme amarillo y unos zapatos tenis que vivieron más de tres temporadas, todos maltrechos y deshilachados, pero apoyo firme cuando en el salto definitivo los gritos se confundían y un eco tableteante resonaba las porras a lo largo de los corredores escolares. Con el güero Daguerre, juntos, no había quien los venciera. Cuando faltaba uno, esos sábados, de
Martín del Campo, David: Las rojas son las carreteras. México D.F.: Joaquín Mortiz, 1976.	Martín del Campo, David	Las rojas son las carreteras	1976	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica			El pequeño cachorro abandona su mondadientes y aúlla de alegría para saludar el día. "Cállate Zopilote" lo reprende una voz. El perrito se acerca con el vociferante y mordisquea sus zapatos tenis. La mano del desconocido rasca las orejas del cachorro que se revuelca gruñendo sobre la arena. El animal se muestra medroso, pero después finge atacar al desconocido interlocutor que en momentos reanima los rescoldos de una hoguera que exhibe cenizas.
Herrera, Eloy: Un cero a la izquierda. Madrid: Vasallo de Mumbert, 1978.	Herrera, Eloy	Un cero a la izquierda	1976	Fecha de estreno	Ficción	Escrito	Libro	Teatro	España			Estrenada el 16 de agosto de 1976 en el Campo Municipal de Deportes de Leganés.	ALFONSO.— ¡Pero cómo que nada, si me tenéis como en un partido de tenis y no me aclaro!
«Ashe, Vilas y Ramírez, favoritos del torneo WTC». El País. Madrid: Diario El País, S.A., 1976-05-05.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Tenis
«Ashe, Vilas y Ramírez, favoritos del torneo WTC». El País. Madrid: Diario El País, S.A., 1976-05-05.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Arthur Ashe, Guillermo Vilas y Raúl Ramírez son los favoritos en el Campeonato del Mundo de tenis de la WCT que ayer comenzó a disputarse en Dallas (Texas). Los cinco jugadores restantes calificados para este torneo son: Eddie Dibbs, Dick Stockton, Bob Lutz, Harold Solomon y Bjorn Borj.
«De no acudir a Chile, Italia sería sancionada». El País. Madrid: Diario El País, S.A., 1976-11-10.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Tenis
«De no acudir a Chile, Italia sería sancionada». El País. Madrid: Diario El País, S.A., 1976-11-10.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Por otra parte, el presidente de la Federación Europea de Tenis, Paolo Angeli, alude en sus declaraciones al mal de raíz que para la Copa Davis supone el que las naciones participantes no adopten una posición clara al comienzo del torneo, y que esta es la intención de la Federación Internacional de Tenis cara a la nueva edición de este veterano trofeo, al que «le
«De no acudir a Chile, Italia sería sancionada». El País. Madrid: Diario El País, S.A., 1976-11-10.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Por otra parte, el presidente de la Federación Europea de Tenis, Paolo Angeli, alude en sus declaraciones al mal de raíz que para la Copa Davis supone el que las naciones participantes no adopten una posición clara al comienzo del torneo, y que esta es la intención de la Federación Internacional de Tenis cara a la nueva edición de este veterano trofeo, al que «le ha llegado la hora de la verdad».
«Un supercasino». El País. Madrid: Diario El País, S.A., 1976-11-10.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Mayúsculas no acentuadas en el original	Significaría —en el caso de que fuera autorizado— una inversión de 4.000 millones de pesetas y la creación de 2.500 puestos de trabajo y un movimiento turístico anual de dos millones y medio a tres millones de americanos. El complejo tendría cien suites, teatro para 1.500 personas, dos cines de quinientas butacas, quince pistas de tenis, etc. etc.
«Bjorn Borg, primera figura del tenis sueco, aparece con su novia, Mariana Simonescu, durante el torneo en Forest Hills, Nueva Jersey, en el pasado septiembre. La chica, una rumana de diecinueve años, dijo el lunes que ella y Borg están comprometidos y que piensa reunirse con él en cuanto logre asilo político en Estados Unidos.». El País. Madrid: Diario El País, S.A., 1976-11-10.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Bjorn Borg, primera figura del tenis sueco, aparece con su novia, Mariana Simonescu, durante el torneo en Forest Hills, Nueva Jersey, en el pasado septiembre. La chica, una rumana de diecinueve años, dijo el lunes que ella y Borg están comprometidos y que piensa reunirse con él en cuanto logre asilo político en Estados Unidos.
«Copa Galea: derrota española ante Italia». El País. Madrid: Diario El País, S.A., 1976-08-01.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Tenis
«DIARIO DE UN SNOB». El País. Madrid: Diario El País, S.A., 1976-08-01.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Mayúsculas no acentuadas en el original	Qué va. No hay color. Recuerdo al señor Fontana jugando al tenis en un club extra-intramuros. No quedaba mal. Pero la señorita Díez de Rivera es fascinante. Algo así como el sex-symbol del Gabinete. Yo le hubiese dado a ella ese trofeo sex-symbol que le han dado el otro día a Junior. Desde los buenos tiempos de Ullastres no teníamos nada tan presentable en el Poder. Anda por
Rovner, Eduardo: Una pareja (Qué es mío y qué es tuyo). Buenos Aires: Corregidor, 1989.	Rovner, Eduardo	Una pareja (Qué es mío y qué es tuyo)	1976	Fecha de estreno	Ficción	Escrito	Libro	Teatro	Argentina	Río de la Plata		Volumen de Teatro completo. Edición crítica. Incluye, además de ésta, otras cinco. Después de punto, las mayúsculas que deben llevar tilde, no la llevan.	NORA (Como siguiendo la conversación anterior con Irene.)... Es un colegio bárbaro. Gabriela está contentísima. ¿Sabés las actividades que hacen? Tenis, volleyball, hockey... ¿Y sabés lo que empezaron ahora? Baile escocés.
Vázquez, Ángel: La vida perra de Juanita Narboni. Barcelona: Editorial Planeta, 1990.	Vázquez, Ángel	La vida perra de Juanita Narboni	1976	Primera edición	Ficción	Escrito	Libro	Novela	España				poco, después llamaré a Esther.  ¡La de cosas que me ha contado Mercedes! Parece mentira que esa mujer, que no se entera de nada porque no ve, se entere de todo por lo que oye. ¡El dineralazo que están haciendo los Cazorla! Los niños creo que van a jugar al tenis. Un mundo nuevo que nunca será para mí. Mamá, ¿por qué me has engañado? ¿A qué has llamado tú una familia bien? No me negarás que nuestra familia... No, no quiero discutir contigo, es inútil, no me comprenderías. En el fondo quien ha acertado es la que
Wolff, Egon: Kindergarten. Boulder (Estados Unidos de América): Society of Spanish and Spanish-American Studies, 1990.	Wolff, Egon	Kindergarten	1977	Fecha de estreno	Ficción	Escrito	Libro	Teatro	Chile	Chilena		Fecha composición, volumen de teatro completo, edición crítica	MICO Ni siquiera el cáncer haciendo presa de sus pobres entrañas, te impedían salir a tus puteríos. Ojos en blanco y sufrimientos agónicos es todo lo que tuve, mientras tú corrías por la casa con tus raquetas de tenis. (Con dolor) Quién puede darse el tiempo para salir a  buscar novia en estas circunstancias, ¿eh? (Toño se levanta impaciente. Se pasea)
«Ocho elecciones federativas para febrero y marzo». El País. Madrid: Diario El País, S.A., 1977-02-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Durante el mes de febrero las Federaciones Nacionales de Balonmano, Tenis, Automovilismo y Pesca celebrarán sus respectivas elecciones para presidentes y en marzo serán las de Rugby, Piragüismo, Hípica y Halterofilia.
«Ocho elecciones federativas para febrero y marzo». El País. Madrid: Diario El País, S.A., 1977-02-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Nacional de Balonmano tendrá nuevo presidente el día 19 de febrero, la de Tenis el 20, la de Automovilismo el 23 conjuntamente con nuevos presidentes regionales, la de Pesca el 26, la de Rugby el 2 de marzo, la de Piragüismo el 19, la de Hípica el 21 y la de Halterofilia el 25.
«Irregularidades en el Club Internacional de Tenis». El País. Madrid: Diario El País, S.A., 1977-02-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Irregularidades en el Club Internacional de Tenis
«Irregularidades en el Club Internacional de Tenis». El País. Madrid: Diario El País, S.A., 1977-02-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Un centenar de socios de los 572 con que cuenta el Club Internacional de Tenis «Monte del Pilar» —Majadahonda, Madrid— están disconformes y descontentos con la dirección de la entidad, cuya cabeza visible —presidente de la junta directiva— es el capitán español de Copa Davis, Juan Manuel Couder. Al margen de la impugnación que esos socios interpusieron en la DND a la última asamblea general extraordinaria —el fallo
«Irregularidades en el Club Internacional de Tenis». El País. Madrid: Diario El País, S.A., 1977-02-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	—viven en una zona residencial próxima al club—, les hace concebir la idea de que las instalaciones sean «familiares», cuando en los estatutos —artículo cuarto——se dice que «el club tendrá por objeto la práctica y fomento del deporte entre los asociados y en especial el del tenis». Los distintos equipos del club, por otra parte, marchan bien clasificados en la Liga inter-clubs.
«Irregularidades en el Club Internacional de Tenis». El País. Madrid: Diario El País, S.A., 1977-02-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	de pistas a construir. Estos socios denuncian que sólo existen trece y una central, que sirve de escenario a las distintas competiciones. Couder mantiene que la empresa constructora —él es uno de sus accionistas— llegó a un tope de presupuesto ante el que hubo de limitar el número de instalaciones para la práctica del tenis.
«Irregularidades en el Club Internacional de Tenis». El País. Madrid: Diario El País, S.A., 1977-02-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Los cien socios aseguran que el número de pistas ha motivado que en ocasiones se llegase al «chantaje» para practicar tenis. Couder afirma que el club dispone de la mejor proporción socios-pista.
«Seis jugadores soviéticos serán inscritos en la WTT». El País. Madrid: Diario El País, S.A., 1977-02-02.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Tenis
«La incógnita de la lesión de Connors se despeja hoy». El País. Madrid: Diario El País, S.A., 1977-06-21.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Tenis: comenzó Wimbledon
«La incógnita de la lesión de Connors se despeja hoy». El País. Madrid: Diario El País, S.A., 1977-06-21.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Los comentaristas británicos, que lamentan la ausencia de Orantes, Ashe y otros ases del tenis mundial, están convencidos de que los ganadores estarán entre el cuarteto Connors, Borg, Stockton y Tanner.
«Victorias de Higueras, Soler y Orantes». El País. Madrid: Diario El País, S.A., 1977-10-06.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Tenis: torneo de Teherán
«&#34;Un campeón &mdash;dice Paese Sera, de Roma&mdash; es un ejemplar de lo mejor que puede dar el deporte. Ser campeón significa, ante todo, ser hombre dotado de equilibrio, sentido común, civilidad y respeto para los demás, comenzando por el adversario. Quien ha visto jugar a Orantes ha comprendido qué significa ser campeón. Orantes se había operado semanas atrás en el brazo que le sirve para cumplir su trabajo de tenista. Sabía no encontrarse en su mejor forma, pero hizo su oficio y supo perder con dignidad. Panatta puso en discusión su dignidad de profesional.&#34;». El País. Madrid: Diario El País, S.A., 1977-08-03.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				victoria en el torneo de Louisville sobre Dibbs por 1-6, 6-0 y 6-1, ha pasado a encabezar la clasificación del Grand Prix. Vilas lleva en esta temporada diecisiete victorias consecutivas y veinticuatro en tierra batida. Mientras tanto, una delegación de la Federación Internacional va a visitar Suráfrica para comprobar si realmente existe discriminación racial en el tenis de aquel país. Esto parece desprenderse de las denuncias de varios países, que han rehusado a competir internacionalmente con los jugadores surafricanos. Suráfrica fue excluida de la Copa Davis en 1970 y readmitida dos años más tarde cuando sus representantes en la Federación Internacional declararon que no existían barreras raciales en el tenis de su país.
«&#34;Un campeón &mdash;dice Paese Sera, de Roma&mdash; es un ejemplar de lo mejor que puede dar el deporte. Ser campeón significa, ante todo, ser hombre dotado de equilibrio, sentido común, civilidad y respeto para los demás, comenzando por el adversario. Quien ha visto jugar a Orantes ha comprendido qué significa ser campeón. Orantes se había operado semanas atrás en el brazo que le sirve para cumplir su trabajo de tenista. Sabía no encontrarse en su mejor forma, pero hizo su oficio y supo perder con dignidad. Panatta puso en discusión su dignidad de profesional.&#34;». El País. Madrid: Diario El País, S.A., 1977-08-03.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				discriminación racial en el tenis de aquel país. Esto parece desprenderse de las denuncias de varios países, que han rehusado a competir internacionalmente con los jugadores surafricanos. Suráfrica fue excluida de la Copa Davis en 1970 y readmitida dos años más tarde cuando sus representantes en la Federación Internacional declararon que no existían barreras raciales en el tenis de su país. La pelea del tenista italiano Adriano Panatta con el público al terminar el último partido de la semifinal de Copa Davis de Barcelona fue una farsa grotesca y borrascosa, y el comportamiento del público fue bastante indigno, según juicio unánime de la prensa italiana. Prácticamente todos los diarios sostienen que Panatta, número
«Italia solicita aplazamiento para su encuentro con Francia». El País. Madrid: Diario El País, S.A., 1977-08-05.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				La Federación Italiana de Tenis solicitará el aplazamiento por una semana de la final de la zona europea de la Copa Davis, que deben disputar entre el 16 y el 18 de septiembre próximos, las selecciones de Italia y de Francia. Pese a que el número uno del equipo italiano Adriano Panatta, tiene un compromiso internacional el 25 de septiembre, sería
«Ingresos de tenistas». El País. Madrid: Diario El País, S.A., 1977-08-05.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El tenista argentino Guillermo Vilas encabeza la lista de jugadores que más ingresos económicos ha logrado en los torneos profesionales de tenis disputados hasta ahora. La lista anunciada por la Asociación es esta: 1. Guillermo Vilas (Argentina), 266.005 dólares (22.610.425 pesetas); 2. Jimmy Connors (EEUU), 21.981.000 pesetas; 3. Dick Stockton (EEUU), 20.254.310; 4. Vitas Gerulaitis (EEUU), 16.655.750; 5. Brian Gortfried (
«Santurce ganó la V Bandera de Castro Urdiales». El País. Madrid: Diario El País, S.A., 1977-08-23.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El español Manuel Orantes fue eliminado en cuartos de final del torneo de tenis que se disputa en Toronto (Canadá), por el chileno Jaime Fillol. Orantes perdió en tres sets, 6-7, 6-3 y 6-3.
«Los españoles Manuel Orantes y Antonio Muñoz superaron la primera ronda del torneo de tenis de Boston, que se disputa en Chesnutt Hill, al vencer, respectivamente, a John Lloyd y Ramiro Benavides.». El País. Madrid: Diario El País, S.A., 1977-08-24.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Tenis: torneo de Boston
«Los españoles Manuel Orantes y Antonio Muñoz superaron la primera ronda del torneo de tenis de Boston, que se disputa en Chesnutt Hill, al vencer, respectivamente, a John Lloyd y Ramiro Benavides.». El País. Madrid: Diario El País, S.A., 1977-08-24.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Los españoles Manuel Orantes y Antonio Muñoz superaron la primera ronda del torneo de tenis de Boston, que se disputa en Chesnutt Hill, al vencer, respectivamente, a John Lloyd y Ramiro Benavides.
«Autonomía económica y jurídica». El País. Madrid: Diario El País, S.A., 1977-09-04.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				l Patronato del monasterio de San Lorenzo El Real de El Escorial, y con fondos del Patrimonio Nacional, dueño y señor, a la postre, de lo uno y lo otro. Se concluyó en 1967, incluyendo actualmente el chalet social, instalaciones propiamente golfísticas y otras de diverso esparcimiento deportivo (piscinas, pistas de tenis...), aparte de la ya citada presa y conducciones destinadas al riego.
«&#34;Yo era de los malos&#34;». El País. Madrid: Diario El País, S.A., 1977-09-09.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				. En el año 66, con el equipo renovado, el Madrid ganaba de nuevo la Copa de Europa. Entre tanto se llevaba a feliz término la construcción de la Ciudad Deportiva, realizada en diversas fases, y que hoy cuenta con un pabellón para la práctica de deportes de sala, una pista de hielo, canchas de tenis, pista de atletismo, dos piscinas, dos campos de fútbol de hierba y varios de tierra.
«&#34;si fuera norteamericano o sueco &mdash;refiriéndose, sin duda, a Connors o Borg&mdash; nadie me discutiría la primacía en el tenis mundial, tras la campaña que estoy realizando. Pero estoy seguro que como soy hispano no se me mide con la misma vara y se discutirá mi posición.&#34;». El País. Madrid: Diario El País, S.A., 1977-09-13.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				: 6-3, 7-6 —tras levantar un 4-1 en contra— y 6-0. Con esta victoria lograba la 46 consecutiva desde hace varios meses. Vilas declaró al terminar el partido que "si fuera norteamericano o sueco —refiriéndose, sin duda, a Connors o Borg— nadie me discutiría la primacía en el tenis mundial, tras la campaña que estoy realizando. Pero estoy seguro que como soy hispano no se me mide con la misma vara y se discutirá mi posición." Añadió que si no había derrotado a Borg había sido sólo por su abandono.
«&#34;Es casi imposible que el Ayuntamiento, ante casos como el descrito, llegue a contradecirse&#34;». El País. Madrid: Diario El País, S.A., 1977-09-15.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Mayúsculas no acentuadas en el original	se trata de un edificio de veinticinco a treinta metros de fachada, cuatro de altura y cuatro de fondo, al cual va adosado otro de treinta metros de fachada por quince de fondo, casi con certeza destinado a gran vivienda; además, la edificación incluye una piscina olímpica, un frontón amplio y pistas de tenis.
Paso, Fernando del: Palinuro de México. Madrid: Alfaguara, 1982.	Paso, Fernando del	Palinuro de México	1977	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica		Premio de Novela México 1975. Premio Rómulo Gallegos 1982. El capítulo 24 (pp. 629-696) es una pieza de teatro. No acentúa las mayúsculas	invisibles como eran una cantimplora llena de sueños para beber en las noches de insomnio, agua de turquesas para llenar sus ojos, un reloj de manecillas de estalactitas para saber la hora de la eternidad, un paraguas de alas de murciélago para resguardarse de una posible lluvia de luciérnagas, una raqueta de hielo para jugar tenis con pelotas de nieve y tantas otras cosas que jamás le interesaron, porque Estefanía estaba  cansada ya de los elogios con los que siempre la agobiaron todos los poetas, vivos, muertos o imaginarios, y es que la pobre de Estefanía no podía reír sin que el primo Walter, Ricardo el jardinero o cualquiera de nuestros
Paso, Fernando del: Palinuro de México. Madrid: Alfaguara, 1982.	Paso, Fernando del	Palinuro de México	1977	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica		Premio de Novela México 1975. Premio Rómulo Gallegos 1982. El capítulo 24 (pp. 629-696) es una pieza de teatro. No acentúa las mayúsculas	la maceta expresando el deseo de que algún día creciera allí un naranjo para que a los vecinos de arriba no les faltara nunca su jugo de naranja por la mañana, se sentó de nuevo y se contempló las palmas de las manos alternativamente moviendo la cabeza de un lado a otro como si estuviera en un partido de tenis, y después de algunos comentarios sobre lo corto que tenía el meridiano de la vida, lo accidentada que tenía la curva del amor y lo larga que aparecía la línea de la masturbación, contestó que a veces con la derecha, a veces con la izquierda, a veces con ninguna y a veces con las
Paso, Fernando del: Palinuro de México. Madrid: Alfaguara, 1982.	Paso, Fernando del	Palinuro de México	1977	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica		Premio de Novela México 1975. Premio Rómulo Gallegos 1982. El capítulo 24 (pp. 629-696) es una pieza de teatro. No acentúa las mayúsculas	«Yo voy a jugar tenis con mis raquetas Yamaha y después golf con mis palos de golf Campbell», dijo el ejecutivo golfotenista.
Vázquez Montalbán, Manuel: La soledad del mánager. Barcelona: Planeta, 1988.	Vázquez Montalbán, Manuel	La soledad del mánager	1977	Primera edición	Ficción	Escrito	Libro	Novela	España				—Lo da el trabajo. Piscinas. Pistas de tenis. Tome una tarjeta.
Vázquez Montalbán, Manuel: La soledad del mánager. Barcelona: Planeta, 1988.	Vázquez Montalbán, Manuel	La soledad del mánager	1977	Primera edición	Ficción	Escrito	Libro	Novela	España				Biscuter miraba a los jóvenes policías y a su jefe como si estuvieran jugando al tenis.
Vázquez Montalbán, Manuel: La soledad del mánager. Barcelona: Planeta, 1988.	Vázquez Montalbán, Manuel	La soledad del mánager	1977	Primera edición	Ficción	Escrito	Libro	Novela	España				se introducen en la habitación frontón que finge verdes de primavera. Los primeros pelotazos resuenan contra la pared huecos y duros. A veces da la pelota en el límite metálico de tolerancia y el ruido del fracaso parece como el chasquido de una máquina denunciadora. Deporte de refugio antiatómico en el que la blanca pelota de tenis no puede escapar hacia el cielo ni rebasar ninguna orilla en busca de escondite. Condenadas a rebotar y rebotar hasta una prematura vejez de gomas calvas y finalmente la muerte un día, un pelotazo, un corte por el que sale el liberado aire interior y el alma del caucho se va a los cielos.
