BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				abre a la historia en las tres últimas décadas del siglo xx, como la «sociedad del desarrollo». Entre las muchas voces autorizadas que lo afirman rotundamente escojo la del recientemente fallecido Director General de la UNESCO, René Maheu, el cual, precisamente en un aquilatado discurso referido al tema del deporte, afirmaba en agosto de 1972: «El empeño por el desarrollo, que es hoy cuestión de vida o muerte para todas las naciones, tiende al universal establecimiento de la civilización científica y tecnológica.»
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				valores culturales y espirituales de la humanidad. En definitiva, fue la economía, o si se quiere, la dimensión y necesidad económica del hombre, la que concibió los modernos conceptos socio-políticos de «desarrollo», la que puso en marcha los planes, la que decidió el grado de alcance de cada nación  El deporte es el gran espectáculo para el ocio pasivo de nuestro tiempo. Vista general del Estadio Azteca durante la Ceremonia de apertura de los Juegos Infantiles y Juveniles de México  en cada momento. «Producto nacional bruto», «renta per capita», etc., he aquí señales concretas definitorias del desarrollo. Y como
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				entendimiento de una sociedad nacional es el «desarrollo», que hay países, como por ejemplo España, en los que, aun siendo reconocida la trascendental importancia de la sanidad nacional, del organizadísimo sistema de Correos, del impulso e ímpetu de los transportes, e incluso del volumen y estrépito del deporte, no han sido establecidos todavía ministerios de sanidad, correos, transporte, o deportes; mientras que ya, en el Gobierno Español, existe desde hace años un estimabilísimo «Ministerio para la Planificación del Desarrollo».
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				por ejemplo España, en los que, aun siendo reconocida la trascendental importancia de la sanidad nacional, del organizadísimo sistema de Correos, del impulso e ímpetu de los transportes, e incluso del volumen y estrépito del deporte, no han sido establecidos todavía ministerios de sanidad, correos, transporte, o deportes; mientras que ya, en el Gobierno Español, existe desde hace años un estimabilísimo «Ministerio para la Planificación del Desarrollo».
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Pero es que ¿puede tener algo que ver el deporte con el desarrollo y la producción? Prefiero no saberlo a priori. Analicemos las realidades de nuestro deporte, las dimensiones que ha adquirido, los tópicos que sobre él se repiten, las expansiones y cacareos de sus resultados, las alegrías y desencantos de los aficionados, etc., etc., y veremos qué ha recibido el
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Pero es que ¿puede tener algo que ver el deporte con el desarrollo y la producción? Prefiero no saberlo a priori. Analicemos las realidades de nuestro deporte, las dimensiones que ha adquirido, los tópicos que sobre él se repiten, las expansiones y cacareos de sus resultados, las alegrías y desencantos de los aficionados, etc., etc., y veremos qué ha recibido el deporte de esta sociedad de desarrollo, producción y consumo, qué debe a ella, qué provechos o
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				con el desarrollo y la producción? Prefiero no saberlo a priori. Analicemos las realidades de nuestro deporte, las dimensiones que ha adquirido, los tópicos que sobre él se repiten, las expansiones y cacareos de sus resultados, las alegrías y desencantos de los aficionados, etc., etc., y veremos qué ha recibido el deporte de esta sociedad de desarrollo, producción y consumo, qué debe a ella, qué provechos o desventajas ha sacado, qué progresos o decadencias ha encontrado, y qué es lo que al deporte puede esperarle en esta sociedad que se abre y, viceversa, qué puede ofrecer el deporte a esta sociedad.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				cacareos de sus resultados, las alegrías y desencantos de los aficionados, etc., etc., y veremos qué ha recibido el deporte de esta sociedad de desarrollo, producción y consumo, qué debe a ella, qué provechos o desventajas ha sacado, qué progresos o decadencias ha encontrado, y qué es lo que al deporte puede esperarle en esta sociedad que se abre y, viceversa, qué puede ofrecer el deporte a esta sociedad.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				veremos qué ha recibido el deporte de esta sociedad de desarrollo, producción y consumo, qué debe a ella, qué provechos o desventajas ha sacado, qué progresos o decadencias ha encontrado, y qué es lo que al deporte puede esperarle en esta sociedad que se abre y, viceversa, qué puede ofrecer el deporte a esta sociedad.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				DEPORTE FRENTE A DEPORTE
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				DEPORTE FRENTE A DEPORTE
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Cuando un equipo de club importante o una selección nacional pierde un encuentro decisivo, es fácil leer en la prensa: «gran crisis», decadencia del Club , o de tal deporte. Así, por ejemplo, en los comienzos del año 1974, la prensa deportiva española, reiteraba su preocupación por el equipo de fútbol del Real Madrid, seis veces Campeón de Europa, y que ocupaba en aquel momento el noveno puesto en la Liga Nacional. «Crisis en el Real Madrid»; «¿
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				en aquel momento el noveno puesto en la Liga Nacional. «Crisis en el Real Madrid»; «¿qué sucede en el gran Club?», «dura época de transición»... Y los triunfalistas de las jornadas de gloria, incapaces de soportar con serenidad las horas bajas, proyectaban su inconformidad, hacia el deporte en general: «Triste época de transición de nuestro deporte.» «Crisis estructural en el deporte...»
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				«Crisis en el Real Madrid»; «¿qué sucede en el gran Club?», «dura época de transición»... Y los triunfalistas de las jornadas de gloria, incapaces de soportar con serenidad las horas bajas, proyectaban su inconformidad, hacia el deporte en general: «Triste época de transición de nuestro deporte.» «Crisis estructural en el deporte...»
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				¿qué sucede en el gran Club?», «dura época de transición»... Y los triunfalistas de las jornadas de gloria, incapaces de soportar con serenidad las horas bajas, proyectaban su inconformidad, hacia el deporte en general: «Triste época de transición de nuestro deporte.» «Crisis estructural en el deporte...»
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				«Cuando el fútbol no es deporte, quienes piensan que debe serlo están obligados a expresar su parecer. Con mayor motivo si han sido elegidos para regir el club que cuenta con el mayor número de socios del país y con más actividades deportivas.»
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				¿Tan parciales o incompetentes son los periodistas deportivos en general que no son capaces de superar partidismos locales? Esta sería una interpretación muy simple. La patentísima disparidad de criterios, y la casi unanimidad por zonas obedecen a razones más poderosas. El fútbol no se queda ya en simple deporte. Es algo más trascendental. Y no sólo ya el fútbol en cuanto tal modalidad deportiva; es el deporte mismo de nuestro tiempo el que se rebasa a sí mismo. Son los intereses económicos, las tensiones sociocomerciales, los aprovechamientos políticos, etc., los que estructuran el deporte hoy. Éste es, además, parte
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				son capaces de superar partidismos locales? Esta sería una interpretación muy simple. La patentísima disparidad de criterios, y la casi unanimidad por zonas obedecen a razones más poderosas. El fútbol no se queda ya en simple deporte. Es algo más trascendental. Y no sólo ya el fútbol en cuanto tal modalidad deportiva; es el deporte mismo de nuestro tiempo el que se rebasa a sí mismo. Son los intereses económicos, las tensiones sociocomerciales, los aprovechamientos políticos, etc., los que estructuran el deporte hoy. Éste es, además, parte de la vida del pueblo, y quizás una de las formas que éste tiene de manifestar sus conflictos
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El fútbol no se queda ya en simple deporte. Es algo más trascendental. Y no sólo ya el fútbol en cuanto tal modalidad deportiva; es el deporte mismo de nuestro tiempo el que se rebasa a sí mismo. Son los intereses económicos, las tensiones sociocomerciales, los aprovechamientos políticos, etc., los que estructuran el deporte hoy. Éste es, además, parte de la vida del pueblo, y quizás una de las formas que éste tiene de manifestar sus conflictos y aspiraciones, de responder a las frustraciones. En una tensión deportiva, donde la hay, conviene saber discernir y separar el deporte de lo extradeportivo.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				, etc., los que estructuran el deporte hoy. Éste es, además, parte de la vida del pueblo, y quizás una de las formas que éste tiene de manifestar sus conflictos y aspiraciones, de responder a las frustraciones. En una tensión deportiva, donde la hay, conviene saber discernir y separar el deporte de lo extradeportivo.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				, ni tampoco que grupos de presión hayan utilizado al Sr. Montal y a su equipo directivo para lo mismo. El problema del separatismo catalán existe antes de que Montal fuera presidente y tiene trascendencia que va mucho más allá de los avatares deportivos. En este caso, el presidente, el club, el deporte, han sido un vehículo de manifestación, una ocasión de dar a conocer algo que existe. En tal sentido escribía VÁZQUEZ MONTALBÁN: «La importancia de la nota quizá sólo puede calibrarse desde aquí, desde Cataluña. Hay un respaldo masivo a lo que se lee y no se lee a simple vista en los nueve
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				No es incumbencia mía entrar en el problema político de Cataluña. Pretendemos estudiar el deporte, como hecho social, como conducta humana, con las múltiples implicaciones que su desarrollo lleva. El suceso del Barcelona F.C. nos sirve para descubrir una dimensión, una trascendencia que en el mundo de hoy puede adquirir el deporte en determinado momento. Como nos lo descubre la crisis del Real anteriormente citada,
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				No es incumbencia mía entrar en el problema político de Cataluña. Pretendemos estudiar el deporte, como hecho social, como conducta humana, con las múltiples implicaciones que su desarrollo lleva. El suceso del Barcelona F.C. nos sirve para descubrir una dimensión, una trascendencia que en el mundo de hoy puede adquirir el deporte en determinado momento. Como nos lo descubre la crisis del Real anteriormente citada, con todos los comentarios que en su momento arrastró, y cualquiera de los múltiples sucesos que se originan en torno al ya polifacético hecho deportivo.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				la Real Sociedad de San Sebastián. En el momento de ser escritas estas líneas el asunto está pendiente. El periodista R. MELCON, en un documentado artículo titulado «El dossier de los oriundos» se explaya con energía: «Nuestro fútbol, una complicada especie de espectáculo socio-religioso-económico-polítíco-promocional que, sorprendentemente, es considerado todavía como deporte por algunos, no podía ser una excepción de transparencia y exquisitez en un mundo contaminado, insensibilizado y manoseado con tan lamentable frecuencia por la trampa y los tramposos.»
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Con estas dimensiones censurables y con otras muchas que el deporte tiene y que pueden ser captadas desde diversos puntos de vista; el deporte resulta ya hoy día uno de los más amplios, sugestivos y auténticos campos de observación para el análisis de la sociedad y para el conocimiento del hombre contemporáneo.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Con estas dimensiones censurables y con otras muchas que el deporte tiene y que pueden ser captadas desde diversos puntos de vista; el deporte resulta ya hoy día uno de los más amplios, sugestivos y auténticos campos de observación para el análisis de la sociedad y para el conocimiento del hombre contemporáneo.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				La anteriormente citada nota del presidente Montal empezaba con la frase: «cuando el fútbol no es deporte, quienes piensan que debe serlo están obligados a expresar su parecer.» Es curioso cómo un escrito concreto, referido a sucesos concretos y que hace acusaciones concretas, empieza con una frase de análisis conceptual o de enunciación teórica. ¿A qué deporte se refiere el presidente? Si hace alusión a ese deporte cargado
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Montal empezaba con la frase: «cuando el fútbol no es deporte, quienes piensan que debe serlo están obligados a expresar su parecer.» Es curioso cómo un escrito concreto, referido a sucesos concretos y que hace acusaciones concretas, empieza con una frase de análisis conceptual o de enunciación teórica. ¿A qué deporte se refiere el presidente? Si hace alusión a ese deporte cargado de valores humanos como la caballerosidad, el juego limpio, el noble afán de superación, el saber perder, el mérito del esfuerzo inútil... incurre posiblemente en una extrapolación, puesto que la competición liguera de primera división de fútbol constituye un deporte de alta
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				es deporte, quienes piensan que debe serlo están obligados a expresar su parecer.» Es curioso cómo un escrito concreto, referido a sucesos concretos y que hace acusaciones concretas, empieza con una frase de análisis conceptual o de enunciación teórica. ¿A qué deporte se refiere el presidente? Si hace alusión a ese deporte cargado de valores humanos como la caballerosidad, el juego limpio, el noble afán de superación, el saber perder, el mérito del esfuerzo inútil... incurre posiblemente en una extrapolación, puesto que la competición liguera de primera división de fútbol constituye un deporte de alta competición y espectacularidad, relativamente alejada, según parece, de
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				A qué deporte se refiere el presidente? Si hace alusión a ese deporte cargado de valores humanos como la caballerosidad, el juego limpio, el noble afán de superación, el saber perder, el mérito del esfuerzo inútil... incurre posiblemente en una extrapolación, puesto que la competición liguera de primera división de fútbol constituye un deporte de alta competición y espectacularidad, relativamente alejada, según parece, del talante de noble y liberal competencia lúdica. Y lo mismo que ante esta información, idéntica problemática se plantea ante las aseveraciones anteriormente citadas que, trascendentalizando crisis particulares, hacían exclamar a ciertos fieles seguidores del Real Madrid en la temporada anterior: «
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				y espectacularidad, relativamente alejada, según parece, del talante de noble y liberal competencia lúdica. Y lo mismo que ante esta información, idéntica problemática se plantea ante las aseveraciones anteriormente citadas que, trascendentalizando crisis particulares, hacían exclamar a ciertos fieles seguidores del Real Madrid en la temporada anterior: «crisis del deporte».
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Deporte frente a deporte
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Deporte frente a deporte
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Cabría preguntar a cada uno de los protagonistas de esas afirmaciones generalizadas a qué deporte se refieren. Hay un deporte-espectáculo,  un deporte-competición, un deporte-juego, un deporte-rivalidad, un deporte-esfuerzo, un deporte-profesión, un deporte-salud, etc., etc. En algunas formas de practicar deporte coinciden varias de estas modalidades. Pero no siempre se dan todas ellas. Cuando un futbolista de primera división participa en su partido semanal,
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Cabría preguntar a cada uno de los protagonistas de esas afirmaciones generalizadas a qué deporte se refieren. Hay un deporte-espectáculo,  un deporte-competición, un deporte-juego, un deporte-rivalidad, un deporte-esfuerzo, un deporte-profesión, un deporte-salud, etc., etc. En algunas formas de practicar deporte coinciden varias de estas modalidades. Pero no siempre se dan todas ellas. Cuando un futbolista de primera división participa en su partido semanal, siguiendo el calendario establecido, practica
