BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«JUAN CUETO». El País. Madrid: Diario El País, S.A., 1976-05-05.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	espectáculos físicos con más gancho que otros. Todavía no está muy desarrollada que digamos la teoría de «lo específico televisivo» al margen de la cosa del directo y de ciertos artículos en revistas pretendidamente estructuralistas; sin embargo la experiencia demuestra que existen deportes negados para la pequeña pantalla. El fútbol, el rugby, el baloncesto, el boxeo, el balonmano y el atletismo, por ejemplo, parecen especialmente urdidos para ser retransmitidos por este medio a pesar de la zafiedad con que generalmente son realizados, de acuerdo con un modelo férreamente codificado y que en pocas ocasiones nos depara una agradable sorpresa.
Semprún, Jorge: Autobiografía de Federico Sánchez. Barcelona: Planeta, 1995.	Semprún, Jorge	Autobiografía de Federico Sánchez	1977	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1977	Son palabras de Fidel Castro, Primer Secretario del PCC, Primer Ministro, Comandante en Jefe de los Ejércitos de Tierra, Mar y Aire, Primer Jugador de Baloncesto, Primer Especialista de la Vaca Lechera, Primer Agricultor y Machetero en el Primer Congreso del PC de Cuba.
Semprún, Jorge: Autobiografía de Federico Sánchez. Barcelona: Planeta, 1995.	Semprún, Jorge	Autobiografía de Federico Sánchez	1977	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1977	recados urgentes: paciencia, ahora va ser, en seguida, ahorita mismo: por fin, hacia las diez de la noche, doce horas después, vino a buscaros Llanusa con un coche: os llevó al estadio cubierto del Instituto Nacional de Deportes, os explicó que esa noche Fidel Castro solía jugar al baloncesto con un equipo de capitanes y comandantes de las fuerzas armadas: que en algún momento de la velada deportiva os recibiría para cambiar impresiones: os pareció absurdo, desde luego: pero en fin, ya teníais cierta costumbre de esos métodos de trabajo, que se presentaban como antiburocráticos cuando sólo eran desordenados: como si la burocracia
Semprún, Jorge: Autobiografía de Federico Sánchez. Barcelona: Planeta, 1995.	Semprún, Jorge	Autobiografía de Federico Sánchez	1977	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1977	uña de jeep, de un sitio para otro, organizando reuniones imprevistas a las horas en que los simples mortales suelen dormir, después de una jornada de trabajo, fuese una garantía de democracia: sea como sea, llegasteis al estadio del Instituto Nacional de Deportes  y allí estaban los componentes de los equipos de baloncesto, esperando también al Líder Máximo y Primer Encestador: pasó el tiempo y hacia las once y media de la noche se armó cierto revuelo: los hombres de la Seguridad del Estado se desplegaron estratégicamente por todo el recinto, porque llegaba Fidel Castro: os presentó Llanusa al Líder Máximo y dijo éste que hablaríais más tarde
Semprún, Jorge: Autobiografía de Federico Sánchez. Barcelona: Planeta, 1995.	Semprún, Jorge	Autobiografía de Federico Sánchez	1977	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1977	Encestador: pasó el tiempo y hacia las once y media de la noche se armó cierto revuelo: los hombres de la Seguridad del Estado se desplegaron estratégicamente por todo el recinto, porque llegaba Fidel Castro: os presentó Llanusa al Líder Máximo y dijo éste que hablaríais más tarde, después de que hubiera jugado al baloncesto, ya que necesitaba desfogarse haciendo un poco de ejercicio físico: pues bien, a esperar: os instalasteis en las gradas, junto con el séquito de Fidel, mientras comenzaba el encuentro: entonces te diste cuenta de que había allá lejos, del otro lado del estadio, en un palco alto, unas cuantas
Semprún, Jorge: Autobiografía de Federico Sánchez. Barcelona: Planeta, 1995.	Semprún, Jorge	Autobiografía de Federico Sánchez	1977	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1977	le acompañaban: te llamó la atención, lógicamente, que las mujeres estuvieran allá, del otro lado, solas, discriminadas, sin acercarse a los hombres, dueños y señores de la revolución: te pareció significativo ese aislamiento de las mujeres, lo anotaste en tu memoria: pero había empezado el encuentro de baloncesto: es un deporte que conoces bastante, por haberlo practicado algunos años, en tu lejana juventud: a los pocos minutos, te diste cuenta de que la defensa del equipo adverso no hacía nada para impedirle a Fidel Castro encestar una vez tras otra: a un jugador que corre, haciendo rebotar el balón
Semprún, Jorge: Autobiografía de Federico Sánchez. Barcelona: Planeta, 1995.	Semprún, Jorge	Autobiografía de Federico Sánchez	1977	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1977	contraria, es facilísimo pararle los pies, o bien obligarle a cometer una falta por intento de pasar por fuerza: pues Fidel Castro pasaba cada vez y encestaba siempre de la misma forma: anotaste también ese detalle, irónicamente: era divertido e interesante ver manifestarse el culto a la personalidad en un partido de baloncesto: conservas algunas fotos de aquella noche, hechas por algún diligente fotógrafo cortesano: en la mayor parte de ellas está Fidel encestando, triunfal y prepotente: en la última estás hablando con el Líder Máximo, al borde de la cancha: y es que llegasteis a hablar finalmente: mejor dicho, llegó a hablar Fidel
«A la selección sub-23 le falta altura». El País. Madrid: Diario El País, S.A., 1977-06-21.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Baloncesto
«Estados Unidos derrotó a la URSS». El País. Madrid: Diario El País, S.A., 1977-06-21.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Baloncesto femenino
«Estados Unidos derrotó a la URSS». El País. Madrid: Diario El País, S.A., 1977-06-21.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La sección de baloncesto femenino de la Unión Soviética, campeona olímpica en Montreal, derrotó a la de Japón por el concluyente tanteo de 119 a 72, en el primero de los seis encuentros que jugará el equipo soviético en su gira por Japón.
«Bien el Madrid ante el Maccabi». El País. Madrid: Diario El País, S.A., 1977-10-06.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Baloncesto: Copa Intercontinental
«Bien el Madrid ante el Maccabi». El País. Madrid: Diario El País, S.A., 1977-10-06.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Con más asistencia de público que en la jornada de ayer se celebró el encuentro entre el Real Madrid y el Maccabi, que para muchos ha sido la final anticipada de esta XI Copa Intercontinental. Por primera vez se vio baloncesto de calidad entre dos equipos que se entregaron a fondo y sin concesiones. Destacaron los duelos particulares que mantuvieron el negro Perry con Rullán y Berkovitz con Brabender.
«Ha surgido en el ambiente futbolístico de Cataluña un movimiento, promovido principalmente por Domingo Balmanya y Jaime Amat, llamado Reagrupament del futbol catalá, y que tiene por objetivos la democratización, descentralización, asesoramiento y organización técnica, control popular de presupuestos e inversiones y humanización del deporte». El País. Madrid: Diario El País, S.A., 1977-08-05.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El club Medina de Lérida, de baloncesto femenino, podría desaparecer en breve. Ninguna firma comercial leridana parece dispuesta a su respaldo económico para la próxima temporada.
«El español Miguel Roca se clasificó ayer para las semifinales de la competición de espada individual, al superar a tres rivales. En la misma competición, José María Rubill cayó en la tercera ronda, tras superar a dos. Fernando Arroy fue batido en la primera ronda. En baloncesto, los españoles fueron batidos por Checoslovaquia por el tanteo de 91-83.». El País. Madrid: Diario El País, S.A., 1977-08-24.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El español Miguel Roca se clasificó ayer para las semifinales de la competición de espada individual, al superar a tres rivales. En la misma competición, José María Rubill cayó en la tercera ronda, tras superar a dos. Fernando Arroy fue batido en la primera ronda. En baloncesto, los españoles fueron batidos por Checoslovaquia por el tanteo de 91-83.
«También en 400 libre». El País. Madrid: Diario El País, S.A., 1977-08-28.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				La selección española universitaria de baloncesto se ha clasificado de forma definitiva en la sexta posición, al perder ayer el partido, por el quinto y sexto puesto, con Cuba, por 100-87. Pese a esta derrota, la participación de los españoles ha sido un éxito, pues no se aspiraba a una plaza tan alta. Checoslovaquia, que ganó a
«Con el resultado de 98 a 89 la selección española venció a la selección militar USA, en partido disputado en la población barcelonesa de Castellar del Vallés. Este encuentro es el segundo que disputan las dos selecciones, ya que el sábado jugaron también, en Tarragona, y España se impuso por 110 a 96.». El País. Madrid: Diario El País, S.A., 1977-08-31.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	última hora de la tarde del lunes llegó al aeropuerto de Fuenterrabía el norteamericano de color Ken Beasley, que a sus veintitrés años mide 2,17 metros de estatura y que puede ser en el plazo de breves horas el nuevo extranjero de "Askatuak" para la temporada 1977-78. La firma con el primer equipo guipuzcoano de baloncesto depende del nivel técnico que demuestre Beasley en los entrenamientos a que será sometido por Gasca —aunque se dice que es un gran reboteador— y de la confirmación de las ayudas oficiales provinciales que aún hoy son sólo promesas. Por otro lado, se ha confirmado la baja, por decisión propia, del hasta
El País. Madrid: Diario El País, S.A., 1977-09-18.		El País	1977	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	. Se llegó al último minuto con empate a 70 en el marcador. Este último minuto fue crucial; el pivot checo Kos anotó, dando un margen de dos puntos a su equipo cuando sólo faltaban 43 segundos. Luego hubo varios fallos españoles y así se llegó al 73-70. España no está jugando un baloncesto fluido, cada día le pesan más los partidos y los sistemas, que no están bien asimilados y a medida que va avanzando el campeonato los nervios van haciendo mella en los jugadores españoles. Ahora a España, únicamente, le queda la posibilidad de esperar resultados para procurar meterse en el cuarto puesto del grupo, que
«REAL MADRID-BARCELONA, MAÑANA, CON PRONÓSTICO DE COLOR BLANCO». ABC. Madrid: Prensa Española, S.A., 1978-01-14.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	BALONCESTO
«REAL MADRID-BARCELONA, MAÑANA, CON PRONÓSTICO DE COLOR BLANCO». ABC. Madrid: Prensa Española, S.A., 1978-01-14.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Llega la Liga de Primera División masculina de baloncesto a su sexta jornada, y el Real Madrid recibe la visita del Barcelona, en un partido teóricamente difícil para los actuales campeones de Liga. Acostumbrados a los «entrenamientos» que les obliga a realizar el calendario, enfrentarse a los azulgranas resulta una novedad para jugadores y para los aficionados.
«SOLO TRIUNFOS LOCALES EN LA LIGA». ABC. Madrid: Prensa Española, S.A., 1978-01-31.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	BALONCESTO
«SOLO TRIUNFOS LOCALES EN LA LIGA». ABC. Madrid: Prensa Española, S.A., 1978-01-31.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Seis triunfos de los equipos que jugaban en sus respectivas pistas es el resumen de la novena jornada de la Liga de la Primera División masculina de baloncesto. Quiere esto decir que los resultados han sido normales y que continúan siendo importantes los campos a la hora de decidir los resultados cuando se enfrentan equipos de similar categoría.
«Kareem Abdul-Jabbar, el mejor baloncestista del mundo. La temporada del baloncesto profesional norteamericano, la liga de la NBA, se encuentra ya en pleno apogeo tras sus comienzos hace varias semanas. El mejor basket del mundo es una de las grandes atracciones &mdash;junto al fútbol profesional, que termina su temporada el día 15&mdash; en el deporte invernal de los Estados Unidos. No resulta nada extraño porque los protagonistas son verdaderas estrellas del deporte de la canasta. En la imagen, Kareem Abdul-Jabbar &mdash;ex Lew Alcindor&mdash; considerado el mejor jugador del mundo, convertido hace años a la religión musulmana, como Muhaminad Ali &mdash;ex Cassius Clay&mdash; logra la posesión del balón ante Bob Mc Adoo, otro de los «gloriosos veteranos». El encuentro, jugado el martes por la noche en Nueva York, enfrentó a los Angeles Lakers de Kareem, subcampeones de la última temporada, a los New York Knicks de Mc Adoo, varias veces ganadores de la liga de la NBA y uno de los equipos más potentes.». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Kareem Abdul-Jabbar, el mejor baloncestista del mundo. La temporada del baloncesto profesional norteamericano, la liga de la NBA, se encuentra ya en pleno apogeo tras sus comienzos hace varias semanas. El mejor basket del mundo es una de las grandes atracciones —junto al fútbol profesional, que termina su temporada el día 15— en el deporte invernal de los Estados Unidos. No resulta nada extraño
«John Coughran, cabeza de turco del Madrid de baloncesto». El País. Madrid: Diario El País, S.A., 1978-07-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	John Coughran, cabeza de turco del Madrid de baloncesto
«Largos con tabaco negro y rubio». Clarín. Buenos Aires: 1979-02-21.		Clarín	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Argentina	Río de la Plata		Procesado por medio de un programa de reconocimiento de voz	Es muy probable que 1979 resulte, en efecto, el esperado año de vacas gordas. La sugerencia no es muy atlética, pero valga, también, a modo de esperanza. Porque a la hora de las promesas de 1978, también el baloncesto local andaba indeciso, tambaleante, no liberado de angustias, y sin embargo, la temporada última produjo hechos favorables, hizo ruido apreciable y abrió ciertas compuertas hacia nuevas modalidades sumamente prometedoras.
«Familia y violencia». El País. Madrid: Diario El País, S.A., 1979-03-10.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	Deportivos. Baloncesto, femenino en Torneo, y rugby (UHF) con el Torneo de las Cinco Naciones, encuentro entre Gales e Inglaterra.
«Se reanuda la Liga en balonmano». El País. Madrid: Diario El País, S.A., 1979-03-10.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Competiciones nacionales: empieza la Copa en baloncesto
«Se reanuda la Liga en balonmano». El País. Madrid: Diario El País, S.A., 1979-03-10.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Terminada la Liga, comienza la Copa en baloncesto con eliminatorias previas a los cuartos de final. Mientras, se reanuda la División de Honor en balonmano después del éxito mundial. Choque importante, pero no trascendente, en voleibol, ya que el Madrid puede perder con el San Cugat sin que peligre la consecución del título.
«Se reanuda la Liga en balonmano». El País. Madrid: Diario El País, S.A., 1979-03-10.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	BALONCESTO
«Se reanuda la Liga en balonmano». El País. Madrid: Diario El País, S.A., 1979-03-10.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Sin perder una sola fecha empieza la Copa en baloncesto para que la selección tenga tiempo suficiente de preparar sus dos europeos. En primer lugar, juegan los ocho últimos clasificados y se perfilan como favoritos Cotonificio, Basconia y Areslux, mientras que resulta incierto saber quién caerá en la eliminatoria Tempus-Manresa.
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Ligas nacionales: aumenta el interés en baloncesto
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Real Madrid y Barcelona se destacan definitivamente, pero con muchos apuros, en la cabeza de la Liga de baloncesto, que mantiene un vivo interés en casi todos sus partidos. El Barcelona se destaca en balonmano, donde se produjeron también resultados muy apretados en líneas generales. Quedó incompleta la competición en voleibol por los compromisos europeos, donde el Madrid sufrió un grave traspié en Helsinki (3-0), mientras que el Sniace femenino ganó a
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	BALONCESTO
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Liga de baloncesto sigue produciendo sorpresas. Más que el triunfo del Tempus o del Joventut, el resultado que más destaca es el registrado en Vitoria, donde el Madrid tan sólo ganó por un punto. Está claro que todo el mundo puede ganar a cualquiera, aunque ese sea el eterno campeón blanco. De seguir así,
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Hay que decir que el Comité Nacional de Arbitros, que se ha puesto serio y se atrevió incluso a enfrentarse al mismísimo Comité de Competición, originando un cisma que, de momento, se ha «tapado», pese a que este silencio perjudica ostensiblemente a las estructuras del baloncesto, debe ponerse también serio con algunos de sus colegiados e inculcarles que su mejor virtud debe ser la de pasar inadvertidos. Y puestos a ser duros, árbitros, como Velasco y, sobre todo, Cardalda, podrían ser perfectamente desterrados de las canchas, con lo que ganaría mucho el ámbito arbitral. La
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	, con lo que ganaría mucho el ámbito arbitral. La competición empezó bien en este aspecto, pero parece que últimamente a los grandes jerifaltes les conviene más que las cosas sigan como hasta hace poco y que los árbitros tengan muy en cuenta quiénes son, en cada momento, los poderosos para obrar en consecuencia. El baloncesto de base, el de verdad, quiere levantar cabeza, pero todo se quiere abortar desde los palcos, y que no se diga que son ganas de ver fantasmas, porque el tema quizá sea tan viejo como el propio baloncesto.
«La igualdad, tónica general en todas las competiciones». El País. Madrid: Diario El País, S.A., 1979-12-11.		El País	1979	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	en cuenta quiénes son, en cada momento, los poderosos para obrar en consecuencia. El baloncesto de base, el de verdad, quiere levantar cabeza, pero todo se quiere abortar desde los palcos, y que no se diga que son ganas de ver fantasmas, porque el tema quizá sea tan viejo como el propio baloncesto.
Luca de Tena, Torcuato: Los renglones torcidos de Dios. Barcelona: Planeta, 1994.	Luca de Tena, Torcuato	Los renglones torcidos de Dios	1979	Primera edición	Ficción	Escrito	Libro	Novela	España				Bordeó Alicia el antiguo edificio de piedra por donde ocho siglos antes musitaban sus oraciones los cartujos, y se acercó a una zona todavía desconocida para ella: la deportiva, creada por Samuel Alvar. Había muchas cestas de baloncesto adosadas a una pared, donde los aficionados —con gran diferencia de habilidad o torpeza— trataban, desde una distancia adecuada, de meter el balón en la red. Algo más lejos estaba la piscina, completamente vallada con telas de alambre, tan altas como las que se usan en los campos de tenis. Estaba
Cayetano, Moisés: Autonomías, ocio, educación y cultura. Madrid: Zero, 1980.	Cayetano, Moisés	Autonomías, ocio, educación y cultura	1980	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				Se pueden lograr equipos de fútbol, balonmano, baloncesto, tenis, frontón, golf. Igualmente, tener grupos gimnásticos, de carreras, etc. Se organizan competiciones con otros centros, coordinadas por una especie de «liguilla».
